weight_config,w_err,w_tfp,w_rp_pen,algo_index,problem_statement,processing_status,processing_time,total_iterations,converged,v1_verdict,v2_verdict,overall_score,crs_final,err_final,rp_final,tfp_final,errors_fixed,errors_introduced,net_improvement,total_errors_v1,total_errors_final
werr0.20_wrp0.40,0.2,0.8,0.4,25,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Uses mom,COMPLETED,146.1,1,True,PASS_MINOR,PASS_MINOR,4,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,26,The algorithm selects coordinate i_k with probability p_i. Update only affects c,COMPLETED,167.99,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,27,The algorithm selects coordinate i_k with probability p_i. Update only affects c,COMPLETED,232.96,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,1,0,1,1,0
werr0.20_wrp0.40,0.2,0.8,0.4,28,The algorithm selects coordinate i_k with probability p_i. Update only affects c,COMPLETED,95.53,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,29,The algorithm updates x_{k+1} = x_k + beta(x_k - x_{k-1}) - alpha * grad(f)(x_k),COMPLETED,158.64,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,30,The algorithm updates x_{k+1} = x_k + beta(x_k - x_{k-1}) - alpha * grad(f)(x_k),COMPLETED,108.54,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,31,The algorithm solves linear minimization oracle s_k = argmin_{s in C} <grad(f)(x,COMPLETED,64.85,1,True,PASS_MINOR,PASS_MINOR,4,0.88,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,32,The algorithm solves linear minimization oracle s_k = argmin_{s in C} <grad(f)(x,COMPLETED,86.04,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,33,The algorithm solves linear minimization oracle s_k = argmin_{s in C} <grad(f)(x,COMPLETED,170.24,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,34,"The algorithm clips gradients: g_t = grad(f)(x_t) / max(1, ||grad(f)(x_t)||/C). ",COMPLETED,149.61,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,35,"The algorithm clips gradients: g_t = grad(f)(x_t) / max(1, ||grad(f)(x_t)||/C). ",COMPLETED,79.66,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,36,The algorithm uses stochastic Hessian estimates H_t. Update: x_{k+1} = x_t - alp,COMPLETED,391.16,2,True,CONDITIONAL,PASS,5,1.0,1.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,37,The algorithm uses stochastic Hessian estimates H_t. Update: x_{k+1} = x_t - alp,COMPLETED,347.92,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,38,The algorithm maintains dual variables y_k and primal x_k. Updates involve gradi,COMPLETED,492.15,3,False,CONDITIONAL,FAIL,2,0.24,0.0,1.0,0.5,0,1,-1,0,2
werr0.20_wrp0.40,0.2,0.8,0.4,39,The algorithm maintains dual variables y_k and primal x_k. Updates involve gradi,COMPLETED,235.06,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,40,"The algorithm minimizes max_x min_y L(x,y). Updates x via gradient ascent and y ",COMPLETED,71.01,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,41,"The algorithm minimizes max_x min_y L(x,y). Updates x via gradient ascent and y ",COMPLETED,328.85,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,42,"The algorithm minimizes max_x min_y L(x,y). Uses extra gradient step: x_{k+1/2} ",COMPLETED,434.38,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,1,0,1,3,0
werr0.20_wrp0.40,0.2,0.8,0.4,43,"The algorithm minimizes max_x min_y L(x,y). Uses optimistic update: uses gradien",COMPLETED,150.73,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,44,The algorithm adds Gaussian noise to gradients at each step: g_t = grad(f)(x_t) ,COMPLETED,72.68,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,45,The algorithm adds Gaussian noise to gradients at each step: g_t = grad(f)(x_t) ,COMPLETED,151.72,1,True,PASS_MINOR,PASS_MINOR,4,0.92,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,46,The algorithm maintains a running average of gradients A_k = sum_{i=1}^k g_i. St,COMPLETED,161.93,1,True,PASS_MINOR,PASS_MINOR,4,0.92,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,47,The algorithm maintains a running average of gradients A_k = sum_{i=1}^k g_i. St,COMPLETED,182.15,1,True,PASS_MINOR,PASS_MINOR,4,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,48,The algorithm maintains a running average of squared gradients v_t = beta * v_{t,COMPLETED,122.91,1,True,PASS_MINOR,PASS_MINOR,4,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,49,The algorithm uses a trust region constraint ||x - x_k|| <= Delta. Solves subpro,COMPLETED,81.96,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,50,The algorithm uses a trust region constraint ||x - x_k|| <= Delta. Solves subpro,COMPLETED,63.76,1,True,PASS_MINOR,PASS_MINOR,4,0.6,0.0,0.0,1.0,0,1,-1,1,1
werr0.20_wrp0.40,0.2,0.8,0.4,51,The algorithm updates x_{k+1} = x_k - alpha * grad(f)(x_k) + noise_k. Noise vari,COMPLETED,76.32,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,52,The algorithm updates x_{k+1} = x_k - alpha * grad(f)(x_k) + noise_k. Noise vari,COMPLETED,103.88,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,53,The algorithm maintains a snapshot of weights every k steps. Uses interpolation ,COMPLETED,69.26,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,54,The algorithm uses a cyclic learning rate schedule. Step size varies between eta,COMPLETED,127.5,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,55,The algorithm uses a warm restart schedule. Step size resets to eta_max every M ,COMPLETED,66.46,1,True,PASS_MINOR,PASS_MINOR,4,0.6,0.0,0.0,1.0,0,1,-1,1,1
werr0.20_wrp0.40,0.2,0.8,0.4,56,The algorithm selects a random subset of coordinates at each step (block coordin,COMPLETED,211.08,2,True,REJECT,PASS,5,1.0,1.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,57,The algorithm selects a random subset of coordinates at each step (block coordin,COMPLETED,72.32,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,58,The algorithm uses a quantized gradient operator Q(g) such that E[Q(g)] = g. Com,COMPLETED,52.66,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,59,The algorithm uses a quantized gradient operator Q(g) such that E[Q(g)] = g. Com,COMPLETED,59.57,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,60,The algorithm uses error feedback: stores quantization error e_k and adds it to ,COMPLETED,102.77,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,61,The algorithm uses a sparse gradient operator: only top-K largest magnitude grad,COMPLETED,75.46,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.40,0.2,0.8,0.4,62,The algorithm uses a sparse gradient operator: only top-K largest magnitude grad,COMPLETED,232.03,2,True,FAIL,PASS_MINOR,4,1.0,1.0,0.0,1.0,0,0,0,0,0
