weight_config,w_err,w_tfp,w_rp_pen,algo_index,problem_statement,processing_status,processing_time,total_iterations,converged,v1_verdict,v2_verdict,overall_score,crs_final,err_final,rp_final,tfp_final,errors_fixed,errors_introduced,net_improvement,total_errors_v1,total_errors_final
werr0.20_wrp0.60,0.2,0.8,0.6,10,The algorithm maintains a recursive variance estimator v_t = (1-alpha)v_{t-1} + ,COMPLETED,59.35,1,True,PASS_MINOR,PASS_MINOR,4,0.6,0.0,0.0,1.0,0,1,-1,1,1
werr0.20_wrp0.60,0.2,0.8,0.6,11,The algorithm maintains a recursive variance estimator v_t = (1-alpha)v_{t-1} + ,COMPLETED,209.1,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,2,0,2,2,0
werr0.20_wrp0.60,0.2,0.8,0.6,12,The algorithm maintains exponential moving averages m_t and v_t. Update includes,COMPLETED,326.35,2,False,FAIL,FAIL,2,1.0,1.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,13,The algorithm maintains exponential moving averages m_t and v_t. Update includes,COMPLETED,162.4,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,14,The algorithm updates parameters using only the sign of the gradient: x_{k+1} = ,COMPLETED,85.51,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,15,The algorithm updates parameters using only the sign of the gradient: x_{k+1} = ,COMPLETED,161.6,1,True,PASS_MINOR,PASS_MINOR,4,0.5333,0.0,0.0,1.0,0,2,-2,2,2
werr0.20_wrp0.60,0.2,0.8,0.6,16,The algorithm performs local SGD steps on K clients for E epochs before averagin,COMPLETED,78.6,1,True,PASS_MINOR,PASS_MINOR,4,0.6,0.0,0.0,1.0,0,1,-1,1,1
werr0.20_wrp0.60,0.2,0.8,0.6,17,The algorithm performs local SGD steps on K clients for E epochs before averagin,COMPLETED,112.37,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,18,The algorithm performs local SGD steps on K clients for E epochs. Clients minimi,COMPLETED,56.71,1,False,FAIL,FAIL,2,0.4,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,19,The algorithm performs local SGD steps on K clients for E epochs. Clients minimi,COMPLETED,68.38,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,20,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,191.57,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,1,0,1,2,0
werr0.20_wrp0.60,0.2,0.8,0.6,21,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,71.43,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,22,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,62.52,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,23,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,85.87,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,24,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Uses mom,COMPLETED,81.31,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,25,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Uses mom,COMPLETED,59.71,1,True,PASS,PASS,5,0.8,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,26,The algorithm selects coordinate i_k with probability p_i. Update only affects c,COMPLETED,105.26,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,27,The algorithm selects coordinate i_k with probability p_i. Update only affects c,COMPLETED,68.61,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,28,The algorithm selects coordinate i_k with probability p_i. Update only affects c,COMPLETED,77.76,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,29,The algorithm updates x_{k+1} = x_k + beta(x_k - x_{k-1}) - alpha * grad(f)(x_k),COMPLETED,76.11,1,True,PASS,PASS,5,0.88,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,30,The algorithm updates x_{k+1} = x_k + beta(x_k - x_{k-1}) - alpha * grad(f)(x_k),COMPLETED,74.91,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,31,The algorithm solves linear minimization oracle s_k = argmin_{s in C} <grad(f)(x,COMPLETED,139.08,2,True,CONDITIONAL,PASS,5,1.0,1.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,32,The algorithm solves linear minimization oracle s_k = argmin_{s in C} <grad(f)(x,COMPLETED,78.5,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,33,The algorithm solves linear minimization oracle s_k = argmin_{s in C} <grad(f)(x,COMPLETED,99.95,1,True,PASS_MINOR,PASS_MINOR,4,0.6,0.0,0.0,1.0,0,1,-1,1,1
werr0.20_wrp0.60,0.2,0.8,0.6,34,"The algorithm clips gradients: g_t = grad(f)(x_t) / max(1, ||grad(f)(x_t)||/C). ",COMPLETED,85.83,1,True,PASS_MINOR,PASS_MINOR,4,0.8,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,35,"The algorithm clips gradients: g_t = grad(f)(x_t) / max(1, ||grad(f)(x_t)||/C). ",COMPLETED,72.17,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,36,The algorithm uses stochastic Hessian estimates H_t. Update: x_{k+1} = x_t - alp,COMPLETED,191.03,2,True,CONDITIONAL,PASS,5,1.0,1.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,37,The algorithm uses stochastic Hessian estimates H_t. Update: x_{k+1} = x_t - alp,COMPLETED,77.2,1,True,PASS_MINOR,PASS_MINOR,4,0.5333,0.0,0.0,1.0,0,2,-2,2,2
werr0.20_wrp0.60,0.2,0.8,0.6,38,The algorithm maintains dual variables y_k and primal x_k. Updates involve gradi,COMPLETED,170.67,2,True,CONDITIONAL,PASS,5,1.0,1.0,0.0,1.0,2,0,2,2,0
werr0.20_wrp0.60,0.2,0.8,0.6,39,The algorithm maintains dual variables y_k and primal x_k. Updates involve gradi,COMPLETED,58.08,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,40,"The algorithm minimizes max_x min_y L(x,y). Updates x via gradient ascent and y ",COMPLETED,72.59,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,41,"The algorithm minimizes max_x min_y L(x,y). Updates x via gradient ascent and y ",COMPLETED,75.35,1,True,PASS_MINOR,PASS_MINOR,4,0.54,0.0,0.0,1.0,0,1,-1,2,2
werr0.20_wrp0.60,0.2,0.8,0.6,42,"The algorithm minimizes max_x min_y L(x,y). Uses extra gradient step: x_{k+1/2} ",COMPLETED,49.86,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,43,"The algorithm minimizes max_x min_y L(x,y). Uses optimistic update: uses gradien",COMPLETED,42.55,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,44,The algorithm adds Gaussian noise to gradients at each step: g_t = grad(f)(x_t) ,COMPLETED,135.49,2,True,CONDITIONAL,PASS_MINOR,4,0.2933,1.0,1.0,0.6667,1,1,0,2,1
werr0.20_wrp0.60,0.2,0.8,0.6,45,The algorithm adds Gaussian noise to gradients at each step: g_t = grad(f)(x_t) ,COMPLETED,177.91,2,True,CONDITIONAL,PASS,5,1.0,1.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,46,The algorithm maintains a running average of gradients A_k = sum_{i=1}^k g_i. St,COMPLETED,81.72,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,47,The algorithm maintains a running average of gradients A_k = sum_{i=1}^k g_i. St,COMPLETED,57.82,1,True,PASS_MINOR,PASS_MINOR,4,0.6,0.0,0.0,1.0,0,1,-1,1,1
werr0.20_wrp0.60,0.2,0.8,0.6,48,The algorithm maintains a running average of squared gradients v_t = beta * v_{t,COMPLETED,59.37,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,49,The algorithm uses a trust region constraint ||x - x_k|| <= Delta. Solves subpro,COMPLETED,62.8,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,50,The algorithm uses a trust region constraint ||x - x_k|| <= Delta. Solves subpro,COMPLETED,65.14,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,51,The algorithm updates x_{k+1} = x_k - alpha * grad(f)(x_k) + noise_k. Noise vari,COMPLETED,53.5,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,52,The algorithm updates x_{k+1} = x_k - alpha * grad(f)(x_k) + noise_k. Noise vari,COMPLETED,54.38,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,53,The algorithm maintains a snapshot of weights every k steps. Uses interpolation ,COMPLETED,63.8,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,54,The algorithm uses a cyclic learning rate schedule. Step size varies between eta,COMPLETED,49.76,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,55,The algorithm uses a warm restart schedule. Step size resets to eta_max every M ,COMPLETED,46.59,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,56,The algorithm selects a random subset of coordinates at each step (block coordin,COMPLETED,55.91,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,57,The algorithm selects a random subset of coordinates at each step (block coordin,COMPLETED,77.31,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,58,The algorithm uses a quantized gradient operator Q(g) such that E[Q(g)] = g. Com,COMPLETED,48.64,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,59,The algorithm uses a quantized gradient operator Q(g) such that E[Q(g)] = g. Com,COMPLETED,46.13,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,60,The algorithm uses error feedback: stores quantization error e_k and adds it to ,COMPLETED,60.94,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,61,The algorithm uses a sparse gradient operator: only top-K largest magnitude grad,COMPLETED,368.81,2,True,CONDITIONAL,PASS,5,1.0,1.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.60,0.2,0.8,0.6,62,The algorithm uses a sparse gradient operator: only top-K largest magnitude grad,COMPLETED,168930.85,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
