weight_config,w_err,w_tfp,w_rp_pen,algo_index,problem_statement,processing_status,processing_time,total_iterations,converged,v1_verdict,v2_verdict,overall_score,crs_final,err_final,rp_final,tfp_final,errors_fixed,errors_introduced,net_improvement,total_errors_v1,total_errors_final
werr0.20_wrp0.00,0.2,0.8,0.0,15,The algorithm updates parameters using only the sign of the gradient: x_{k+1} = ,COMPLETED,640.45,3,False,FAIL,CONDITIONAL,3,1.0,1.0,0.0,1.0,0,0,0,4,0
werr0.20_wrp0.00,0.2,0.8,0.0,16,The algorithm performs local SGD steps on K clients for E epochs before averagin,COMPLETED,194.75,1,False,FAIL,FAIL,2,0.4,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,17,The algorithm performs local SGD steps on K clients for E epochs before averagin,COMPLETED,65.14,1,True,PASS_MINOR,PASS_MINOR,4,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,18,The algorithm performs local SGD steps on K clients for E epochs. Clients minimi,COMPLETED,92.31,1,True,PASS_MINOR,PASS_MINOR,4,0.8,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,19,The algorithm performs local SGD steps on K clients for E epochs. Clients minimi,COMPLETED,77.67,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,20,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,90.26,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,21,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,78.56,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,22,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,188.22,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,23,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Proof mu,COMPLETED,107.21,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,24,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Uses mom,COMPLETED,87.8,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,25,The algorithm updates x_{k+1} = prox_{eta*g}(x_k - eta * grad(f)(x_k)). Uses mom,COMPLETED,82.3,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,26,The algorithm selects coordinate i_k with probability p_i. Update only affects c,COMPLETED,214.95,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,27,The algorithm selects coordinate i_k with probability p_i. Update only affects c,COMPLETED,192.34,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,28,The algorithm selects coordinate i_k with probability p_i. Update only affects c,COMPLETED,70.47,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,29,The algorithm updates x_{k+1} = x_k + beta(x_k - x_{k-1}) - alpha * grad(f)(x_k),COMPLETED,48.95,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,30,The algorithm updates x_{k+1} = x_k + beta(x_k - x_{k-1}) - alpha * grad(f)(x_k),COMPLETED,68.89,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,31,The algorithm solves linear minimization oracle s_k = argmin_{s in C} <grad(f)(x,COMPLETED,67.16,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,32,The algorithm solves linear minimization oracle s_k = argmin_{s in C} <grad(f)(x,COMPLETED,65.22,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,33,The algorithm solves linear minimization oracle s_k = argmin_{s in C} <grad(f)(x,COMPLETED,70.97,1,True,PASS_MINOR,PASS_MINOR,4,0.6,0.0,0.0,1.0,0,1,-1,2,2
werr0.20_wrp0.00,0.2,0.8,0.0,34,"The algorithm clips gradients: g_t = grad(f)(x_t) / max(1, ||grad(f)(x_t)||/C). ",COMPLETED,72.37,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,35,"The algorithm clips gradients: g_t = grad(f)(x_t) / max(1, ||grad(f)(x_t)||/C). ",COMPLETED,167.88,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,36,The algorithm uses stochastic Hessian estimates H_t. Update: x_{k+1} = x_t - alp,COMPLETED,429.78,3,True,FAIL,PASS_MINOR,4,0.5333,0.0,0.0,0.6667,0,0,0,0,1
werr0.20_wrp0.00,0.2,0.8,0.0,37,The algorithm uses stochastic Hessian estimates H_t. Update: x_{k+1} = x_t - alp,COMPLETED,222.61,2,True,CONDITIONAL,PASS_MINOR,4,1.0,1.0,0.0,1.0,5,0,5,9,0
werr0.20_wrp0.00,0.2,0.8,0.0,38,The algorithm maintains dual variables y_k and primal x_k. Updates involve gradi,COMPLETED,102.31,1,True,PASS_MINOR,PASS_MINOR,4,0.8,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,39,The algorithm maintains dual variables y_k and primal x_k. Updates involve gradi,COMPLETED,76.38,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,40,"The algorithm minimizes max_x min_y L(x,y). Updates x via gradient ascent and y ",COMPLETED,522.81,3,False,FAIL,REJECT,1,0.0,0.0,1.0,0.0,0,2,-2,2,13
werr0.20_wrp0.00,0.2,0.8,0.0,41,"The algorithm minimizes max_x min_y L(x,y). Updates x via gradient ascent and y ",COMPLETED,132.86,1,True,PASS_MINOR,PASS_MINOR,4,0.92,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,42,"The algorithm minimizes max_x min_y L(x,y). Uses extra gradient step: x_{k+1/2} ",COMPLETED,84.25,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,43,"The algorithm minimizes max_x min_y L(x,y). Uses optimistic update: uses gradien",COMPLETED,111.74,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,44,The algorithm adds Gaussian noise to gradients at each step: g_t = grad(f)(x_t) ,COMPLETED,109.77,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,45,The algorithm adds Gaussian noise to gradients at each step: g_t = grad(f)(x_t) ,COMPLETED,87.71,1,True,PASS_MINOR,PASS_MINOR,4,0.8,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,46,The algorithm maintains a running average of gradients A_k = sum_{i=1}^k g_i. St,COMPLETED,187.3,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,47,The algorithm maintains a running average of gradients A_k = sum_{i=1}^k g_i. St,COMPLETED,109.94,1,True,PASS_MINOR,PASS_MINOR,4,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,48,The algorithm maintains a running average of squared gradients v_t = beta * v_{t,COMPLETED,389.42,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,1,0,1,1,0
werr0.20_wrp0.00,0.2,0.8,0.0,49,The algorithm uses a trust region constraint ||x - x_k|| <= Delta. Solves subpro,COMPLETED,214.99,1,True,PASS_MINOR,PASS_MINOR,4,0.8,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,50,The algorithm uses a trust region constraint ||x - x_k|| <= Delta. Solves subpro,COMPLETED,75.21,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,51,The algorithm updates x_{k+1} = x_k - alpha * grad(f)(x_k) + noise_k. Noise vari,COMPLETED,113.21,1,True,PASS_MINOR,PASS_MINOR,4,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,52,The algorithm updates x_{k+1} = x_k - alpha * grad(f)(x_k) + noise_k. Noise vari,COMPLETED,148.78,1,True,PASS_MINOR,PASS_MINOR,4,0.8,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,53,The algorithm maintains a snapshot of weights every k steps. Uses interpolation ,COMPLETED,94.98,1,True,PASS_MINOR,PASS_MINOR,4,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,54,The algorithm uses a cyclic learning rate schedule. Step size varies between eta,COMPLETED,222.02,1,True,PASS_MINOR,PASS_MINOR,4,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,55,The algorithm uses a warm restart schedule. Step size resets to eta_max every M ,COMPLETED,69.82,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,56,The algorithm selects a random subset of coordinates at each step (block coordin,COMPLETED,100.8,1,True,PASS_MINOR,PASS_MINOR,4,0.8,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,57,The algorithm selects a random subset of coordinates at each step (block coordin,COMPLETED,100.18,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,58,The algorithm uses a quantized gradient operator Q(g) such that E[Q(g)] = g. Com,COMPLETED,73.99,1,True,PASS_MINOR,PASS_MINOR,4,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,59,The algorithm uses a quantized gradient operator Q(g) such that E[Q(g)] = g. Com,COMPLETED,66.1,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,60,The algorithm uses error feedback: stores quantization error e_k and adds it to ,COMPLETED,76.94,1,True,PASS_MINOR,PASS_MINOR,4,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,61,The algorithm uses a sparse gradient operator: only top-K largest magnitude grad,COMPLETED,64.51,1,True,PASS,PASS,5,1.0,0.0,0.0,1.0,0,0,0,0,0
werr0.20_wrp0.00,0.2,0.8,0.0,62,The algorithm uses a sparse gradient operator: only top-K largest magnitude grad,COMPLETED,286.9,2,True,FAIL,PASS,5,1.0,1.0,0.0,1.0,0,0,0,0,0
